Timestamp,Consommez-vous du contenu sur Twitch ?,Quel âge avez-vous ?,A quelle fréquence regardez-vous des streams sur Twitch ?,Quel type de contenu visionnez-vous ? [Jeux vidéo],Quel type de contenu visionnez-vous ? [Discussions / Talk-shows],Quel type de contenu visionnez-vous ? [E-sport / Evènements compétitifs],"Quel type de contenu visionnez-vous ? [Arts (par exemple : peinture, musique)]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [J'écris dans le chat]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je suis une nouvelle chaîne (gratuit)]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je m'abonne à une chaîne (payant)]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je fais un don]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [J'utilise la fonctionnalité ""Prédictions"" pour parier un montant de points de chaînes]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je dépense des points de chaîne pour obtenir des récompenses sur la chaîne d'un streamer]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [J'utilise la messagerie instantanée de Twitch ""Chuchotements"" ]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je crée un clip à partir d'une diffusion en direct]",Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J’utilise Twitch pour apprendre des nouvelles stratégies et techniques concernant les jeux vidéo],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J’utilise Twitch pour être à jour sur les dernières actualités ou sorties de jeux vidéo],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J’utilise Twitch pour découvrir de nouvelles choses en naviguant sur la plateforme],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch parce que c'est divertissant],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch pour suivre des tournois ou des événements en direct],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch pour ne pas m'ennuyer],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'aime quand les autres utilisateurs tiennent compte de mes messages sur le chat Twitch],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'apprécie quand mes messages sur le chat Twitch montrent mes connaissances aux autres utilisateurs],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'essaye de faire en sorte que mes messages sur le chat Twitch améliorent ma réputation auprès des autres utilisateurs],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch pour communiquer avec d'autres utilisateurs],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch quand il n'y a personne d'autre avec qui parler],"Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Quand j'utilise Twitch, je me sens moins seul]",Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Je m’attends à faire partie d’une communauté sur Twitch pendant encore longtemps],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Il est important pour moi de faire partie d’une communauté sur Twitch],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Les membres d’une communauté sur Twitch partagent des événements importants ensemble],"Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Twitch me permet d'oublier l'école, le travail ou d'autres choses]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [En utilisant Twitch, je peux m'éloigner du reste de ma famille ou d'autres personnes]",Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Regarder Twitch me détend],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Regarder Twitch est une habitude],"Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Quand je n'ai rien de mieux à faire, je regarde Twitch]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [L'utilisation de Twitch fait passer le temps, en particulier lorsque je m'ennuie]",Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch car c'est immersif],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Twitch me donne l'impression de pouvoir être présent dans un environnement distant],"Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [En regardant Twitch, je sens que je peux vivre des expériences sans pour autant être présent physiquement]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Quand j'utilise Twitch, je me sens actif]",Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch parce que l'interaction n'y est pas passive],Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch parce que je suis libre d'y faire de nombreuses choses]
10/05/2021 12:56:04,Oui,18-24 ans,Tous les jours,Souvent,Souvent,Souvent,Jamais,Jamais,De temps en temps,Rarement,Rarement,Souvent,Rarement,Jamais,Rarement,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas d'accord,D'accord,Pas d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord
10/05/2021 12:57:51,Oui,18-24 ans,Plusieurs fois par semaine,Souvent,De temps en temps,Souvent,Rarement,Rarement,De temps en temps,Rarement,Jamais,Souvent,Jamais,Rarement,Jamais,D'accord,Pas d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,Pas d'accord,Pas d'accord,Pas d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Pas d'accord
10/05/2021 13:06:48,Oui,18-24 ans,Plusieurs fois par semaine,Souvent,Souvent,Rarement,De temps en temps,Souvent,De temps en temps,Rarement,Jamais,Jamais,Rarement,De temps en temps,Rarement,Pas d'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord
10/05/2021 13:08:07,Oui,18-24 ans,Tous les jours,Tout le temps,Tout le temps,Rarement,Rarement,Tout le temps,Souvent,De temps en temps,Rarement,Tout le temps,Jamais,De temps en temps,Jamais,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,D'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord"
10/05/2021 13:08:48,Oui,18-24 ans,Plusieurs fois par semaine,De temps en temps,Tout le temps,Rarement,De temps en temps,Souvent,De temps en temps,Rarement,Jamais,Souvent,De temps en temps,De temps en temps,Rarement,Pas du tout d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord"
10/05/2021 13:12:31,Oui,25-34 ans,Plusieurs fois par semaine,Tout le temps,Jamais,Souvent,Rarement,Rarement,De temps en temps,Rarement,Jamais,Rarement,Jamais,Rarement,Rarement,D'accord,Tout à fait d'accord,D'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Pas du tout d'accord,D'accord,Pas d'accord,Pas du tout d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,D'accord,Pas du tout d'accord
10/05/2021 13:17:48,Oui,18-24 ans,Tous les jours,Souvent,Souvent,Souvent,Rarement,Souvent,De temps en temps,Rarement,Rarement,Souvent,De temps en temps,Rarement,De temps en temps,D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,D'accord,Pas d'accord,Pas d'accord,Pas d'accord,Pas d'accord
10/05/2021 13:58:52,Oui,18-24 ans,Plusieurs fois par semaine,Souvent,De temps en temps,De temps en temps,Rarement,De temps en temps,De temps en temps,Rarement,Rarement,Souvent,Rarement,Jamais,Jamais,Tout à fait d'accord,Pas du tout d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,D'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord"
10/05/2021 14:02:32,Oui,18-24 ans,Une fois par mois,Souvent,De temps en temps,Jamais,Souvent,Souvent,Souvent,Jamais,Jamais,Jamais,Souvent,Jamais,Jamais,D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,Pas du tout d'accord,Pas d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Pas d'accord,D'accord,D'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord"
10/05/2021 14:20:48,Oui,Moins de 18 ans,Tous les jours,Souvent,Souvent,Rarement,De temps en temps,Souvent,De temps en temps,De temps en temps,Jamais,Souvent,De temps en temps,Rarement,Rarement,Pas du tout d'accord,Pas du tout d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas du tout d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord
10/05/2021 14:22:30,Oui,25-34 ans,Tous les jours,Souvent,De temps en temps,Rarement,Rarement,De temps en temps,Rarement,Rarement,Jamais,Rarement,Jamais,Jamais,De temps en temps,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,Pas d'accord,Tout à fait d'accord,Pas d'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Pas d'accord
10/05/2021 14:23:05,Oui,25-34 ans,Tous les jours,Tout le temps,Rarement,Souvent,Jamais,De temps en temps,De temps en temps,Rarement,Rarement,Souvent,De temps en temps,Jamais,Jamais,D'accord,D'accord,Pas d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,D'accord,Pas du tout d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,D'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord"
10/05/2021 14:28:36,Oui,25-34 ans,Plusieurs fois par semaine,Tout le temps,Jamais,Jamais,Jamais,Tout le temps,De temps en temps,Rarement,Rarement,Tout le temps,Tout le temps,De temps en temps,De temps en temps,D'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas du tout d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord
10/05/2021 14:30:48,Oui,25-34 ans,Tous les jours,Tout le temps,Tout le temps,Tout le temps,Rarement,Souvent,De temps en temps,Rarement,Jamais,De temps en temps,Rarement,De temps en temps,Souvent,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord"
10/05/2021 14:35:53,Oui,18-24 ans,Tous les jours,Souvent,Souvent,De temps en temps,Rarement,Souvent,De temps en temps,De temps en temps,Jamais,De temps en temps,De temps en temps,Rarement,De temps en temps,D'accord,Pas d'accord,D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,Pas du tout d'accord,Pas d'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,D'accord,Pas d'accord,D'accord,Tout à fait d'accord,Pas d'accord,D'accord,Pas d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord
10/05/2021 14:37:23,Oui,18-24 ans,Tous les jours,Souvent,Rarement,Souvent,Rarement,Tout le temps,Jamais,De temps en temps,Rarement,De temps en temps,Souvent,Rarement,Rarement,D'accord,Pas d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Pas d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord
10/05/2021 14:51:17,Oui,18-24 ans,Plusieurs fois par semaine,Souvent,Souvent,Rarement,Rarement,Souvent,Rarement,Rarement,Rarement,Souvent,Rarement,Jamais,Rarement,D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Pas d'accord,Pas du tout d'accord,D'accord,D'accord,Pas d'accord,D'accord,D'accord,Pas d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord
10/05/2021 15:02:34,Oui,18-24 ans,Tous les jours,Souvent,De temps en temps,De temps en temps,Rarement,Rarement,De temps en temps,Rarement,Rarement,Tout le temps,Rarement,Jamais,Jamais,D'accord,D'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord
10/05/2021 15:03:09,Oui,18-24 ans,Plusieurs fois par semaine,Souvent,De temps en temps,Souvent,Rarement,Jamais,Tout le temps,Jamais,Jamais,Souvent,Jamais,Jamais,Jamais,"Ni d'accord, ni en désaccord",Pas d'accord,Pas du tout d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,Pas d'accord,Pas du tout d'accord,Tout à fait d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas d'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Pas d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,D'accord
10/05/2021 15:14:03,Oui,18-24 ans,Tous les jours,Tout le temps,De temps en temps,Souvent,De temps en temps,Rarement,De temps en temps,Jamais,Jamais,Rarement,Rarement,Jamais,Souvent,Tout à fait d'accord,Pas du tout d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Pas du tout d'accord,Pas d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,Pas d'accord,Pas d'accord
10/05/2021 15:17:15,Oui,18-24 ans,Tous les jours,Tout le temps,Souvent,Souvent,Jamais,Tout le temps,De temps en temps,Souvent,De temps en temps,Tout le temps,Tout le temps,De temps en temps,De temps en temps,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord
10/05/2021 15:25:16,Oui,25-34 ans,Tous les jours,Tout le temps,Rarement,De temps en temps,Rarement,Rarement,De temps en temps,Rarement,Jamais,Souvent,Rarement,Jamais,Rarement,D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Pas d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord
10/05/2021 15:26:32,Oui,18-24 ans,Plusieurs fois par semaine,Souvent,Souvent,Rarement,Souvent,De temps en temps,De temps en temps,Jamais,Jamais,De temps en temps,Jamais,Jamais,Jamais,Pas d'accord,Pas du tout d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,D'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Tout à fait d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,Pas du tout d'accord,D'accord,Pas d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord
10/05/2021 15:40:29,Oui,25-34 ans,Plusieurs fois par semaine,Souvent,Souvent,De temps en temps,Jamais,Souvent,Rarement,De temps en temps,Rarement,Souvent,Rarement,Rarement,Rarement,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Tout à fait d'accord,Pas d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,Pas d'accord,D'accord,"Ni d'accord, ni en désaccord"
10/05/2021 15:44:02,Oui,Moins de 18 ans,Plusieurs fois par semaine,Rarement,De temps en temps,Jamais,Jamais,Souvent,Souvent,Jamais,Rarement,De temps en temps,Souvent,Jamais,Rarement,D'accord,Pas d'accord,Pas d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas du tout d'accord,Tout à fait d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord"
10/05/2021 15:50:27,Oui,Moins de 18 ans,Tous les jours,Souvent,Souvent,Rarement,De temps en temps,Souvent,Tout le temps,Jamais,Jamais,Tout le temps,De temps en temps,Rarement,Jamais,"Ni d'accord, ni en désaccord",Pas d'accord,D'accord,Tout à fait d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,Pas du tout d'accord,Pas d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,Pas d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Pas du tout d'accord,Pas d'accord,Pas d'accord
10/05/2021 15:53:24,Oui,25-34 ans,Tous les jours,Souvent,De temps en temps,Souvent,Jamais,Rarement,De temps en temps,De temps en temps,Rarement,Rarement,Rarement,Rarement,Rarement,D'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Pas d'accord,Pas du tout d'accord,Pas d'accord,Pas d'accord,Pas d'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,"Ni d'accord, ni en désaccord"
10/05/2021 16:10:44,Oui,18-24 ans,Moins d'une fois par mois,Souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Pas d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Tout à fait d'accord,Pas du tout d'accord,Pas du tout d'accord,Tout à fait d'accord,Pas du tout d'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas du tout d'accord,D'accord,Pas du tout d'accord,Tout à fait d'accord,D'accord
10/05/2021 16:23:15,Oui,18-24 ans,Plusieurs fois par semaine,Tout le temps,Tout le temps,De temps en temps,Jamais,Rarement,De temps en temps,Souvent,Jamais,Tout le temps,Souvent,Jamais,Jamais,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,Pas d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord
10/05/2021 16:36:45,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
